season,ol_war_v5_rank,player,player_id,team,team_name,position,snap_counts_offense,snap_counts_pass_block,snap_counts_run_block,grades_offense,grades_pass_block,grades_run_block,allocated_pass_epa,allocated_rush_epa,pff_grade_value_epa,negative_event_epa,position_adjustment_epa,ol_total_epa_v5,ol_war_v5,penalties,sacks_allowed,pressures_allowed,total_pass_epa_clean,total_rush_epa,pass_block_grade_pct,run_block_grade_pct,final_ol_war_rank,negative_event_epa_v3,final_ol_epa,final_ol_war,pass_block_modifier,run_block_modifier
2022,127.0,Brian Allen,46104.0,LA,LA,C,373,244,129,63.8,59.2,66.1,2.747,-1.227,-2.844,5.85,-2.13,-9.991,-0.222,1,4,9,33.315,-15.005,0.275,0.65,,,,,,
2022,128.0,Abraham Lucas,60218.0,SEA,SEA,T,975,633,342,68.5,69.6,65.1,14.164,-3.377,-1.606,16.7,1.055,-10.005,-0.222,7,9,28,74.937,-17.834,0.438,0.556,,,,,,
2022,129.0,James Hurst,9001.0,NO,NO,T,973,546,427,63.2,76.6,48.2,15.624,-7.035,-4.362,11.4,1.055,-10.024,-0.223,5,5,26,71.956,-39.633,0.728,0.08,,,,,,
2022,130.0,Yosh Nijman,60822.0,GB,GB,T,756,448,308,63.1,74.4,54.1,6.798,2.005,-4.273,14.2,1.055,-10.313,-0.229,10,5,28,50.966,15.773,0.58,0.21,,,,,,
2022,131.0,Trent Brown,9677.0,NE,NE,T,1030,629,401,67.4,76.1,59.5,9.153,-3.471,5.106,20.35,1.055,-10.795,-0.24,13,8,39,40.414,-17.22,0.66,0.407,,,,,,
2022,132.0,Rob Havenstein,9490.0,LA,LA,T,1019,632,387,73.2,68.6,71.7,7.567,-3.756,2.249,16.15,1.055,-10.926,-0.243,8,6,41,33.315,-15.005,0.42,0.704,,,,,,
2022,133.0,Dan Skipper,12307.0,DET,DET,G,387,203,181,43.9,19.6,54.6,8.04,-1.008,-10.488,7.35,1.874,-10.943,-0.243,1,4,19,150.561,-15.185,0.026,0.308,,,,,,
2022,134.0,Cesar Ruiz,59857.0,NO,NO,G,868,516,352,56.6,63.4,51.5,13.252,-6.183,-10.059,6.6,1.874,-11.03,-0.245,3,3,14,71.956,-39.633,0.449,0.218,,,,,,
2022,135.0,Laken Tomlinson,9461.0,NYJ,NYJ,G,1110,713,397,56.8,70.2,46.9,-0.068,-5.146,-1.57,6.3,1.874,-11.194,-0.249,1,1,32,-0.282,-25.849,0.679,0.128,,,,,,
2022,136.0,Calvin Anderson,46247.0,DEN,DEN,T,439,289,150,65.0,66.1,59.3,1.895,-2.792,-5.113,5.8,1.055,-11.228,-0.25,1,2,22,23.701,-39.145,0.333,0.395,,,,,,
2022,137.0,Riley Reiff,7029.0,CHI,CHI,T,542,293,248,64.3,67.0,59.1,-0.972,1.193,-5.076,7.7,1.055,-11.257,-0.25,4,3,18,-8.475,12.327,0.383,0.383,,,,,,
2022,138.0,Cam Fleming,8775.0,DEN,DEN,T,976,605,371,72.6,74.1,67.8,4.345,-7.547,6.17,14.2,1.055,-11.263,-0.25,6,7,28,23.701,-39.145,0.556,0.617,,,,,,
2022,139.0,Zion Johnson,99681.0,LAC,LAC,G,1184,799,385,64.8,52.6,69.5,15.882,-3.113,-8.157,14.0,1.874,-11.485,-0.255,6,5,40,82.725,-12.152,0.218,0.821,,,,,,
2022,140.0,Joe Noteboom,46249.0,LA,LA,T,325,225,100,67.0,60.1,71.8,2.447,-0.975,-3.716,9.95,1.055,-11.751,-0.261,3,5,23,33.315,-15.005,0.198,0.716,,,,,,
2022,141.0,Andre James,47058.0,LV,LV,C,964,588,376,62.8,64.5,59.3,11.036,-2.081,-9.64,7.1,-2.13,-12.674,-0.282,3,2,24,62.91,-11.993,0.375,0.375,,,,,,
2022,142.0,Tyre Phillips,59874.0,NYG,NYG,T,365,199,166,50.5,55.0,53.4,3.835,-0.053,-9.553,7.4,1.055,-13.075,-0.291,4,3,16,65.383,-0.768,0.173,0.173,,,,,,
2022,143.0,Cole Strange,22976.0,NE,NE,G,982,598,384,54.6,67.8,48.3,8.408,-2.991,-6.867,11.45,1.874,-13.128,-0.292,6,5,23,40.414,-17.22,0.571,0.167,,,,,,
2022,144.0,Braden Smith,46794.0,IND,IND,T,1066,669,397,75.5,75.9,75.0,-2.929,-12.54,16.936,16.5,1.055,-13.245,-0.294,10,7,30,-13.424,-58.564,0.63,0.815,,,,,,
2022,145.0,Cornelius Lucas,9025.0,WAS,WAS,T,671,356,315,67.7,63.5,70.0,4.15,-4.966,-2.697,10.6,1.055,-14.095,-0.313,3,4,34,36.76,-33.927,0.247,0.679,,,,,,
2022,146.0,Ikem Ekwonu,98286.0,CAR,CAR,T,1018,552,466,65.3,67.5,64.0,1.71,3.652,-3.859,16.55,1.055,-14.419,-0.32,13,6,27,9.109,17.333,0.407,0.506,,,,,,
2022,147.0,Matt Feiler,9289.0,LAC,LAC,G,1189,804,385,53.3,62.8,49.0,17.552,-2.406,-13.995,13.7,1.874,-15.063,-0.335,6,5,38,82.725,-12.152,0.436,0.179,,,,,,
2022,148.0,Josh Andrews,9068.0,NO,NO,C,330,173,157,51.6,53.9,51.9,3.901,-2.642,-9.554,3.7,-2.13,-15.1,-0.336,1,2,8,71.956,-39.633,0.15,0.125,,,,,,
2022,149.0,Max Mitchell,81707.0,NYJ,NYJ,T,341,232,108,55.5,53.8,52.7,-0.018,-1.413,-9.341,5.6,1.055,-15.312,-0.34,1,3,14,-0.282,-25.849,0.16,0.148,,,,,,
2022,150.0,Gabe Jackson,8716.0,SEA,SEA,G,667,412,255,55.0,51.1,53.8,8.289,-2.249,-14.588,6.65,1.874,-15.396,-0.342,0,2,31,74.937,-17.834,0.192,0.282,,,,,,
2022,151.0,Max Garcia,9566.0,ARI,ARZ,G,542,357,185,54.5,51.7,55.2,-1.141,-1.197,-10.888,4.55,1.874,-15.618,-0.347,2,1,17,-13.089,-11.415,0.205,0.333,,,,,,
2022,152.0,La'el Collins,9719.0,CIN,CIN,T,951,618,333,57.9,44.2,73.5,23.433,-4.247,-15.982,14.1,1.055,-15.699,-0.349,8,5,34,160.753,-19.949,0.037,0.759,,,,,,
2022,153.0,Hjalte Froholdt,44959.0,CLE,CLV,C,591,342,248,61.4,49.0,67.5,4.555,1.445,-6.48,12.2,-2.13,-15.949,-0.354,5,7,18,52.725,13.621,0.1,0.725,,,,,,
2022,154.0,Sam Mustipher,13026.0,CHI,CHI,C,1020,536,484,63.4,55.1,65.5,-1.651,2.541,-8.456,7.0,-2.13,-16.283,-0.362,4,2,20,-8.475,12.327,0.212,0.6,,,,,,
2022,155.0,Isaiah Wynn,46048.0,NE,NE,T,423,229,194,54.6,52.8,63.2,2.675,-1.739,-6.768,11.05,1.055,-16.495,-0.367,9,4,17,40.414,-17.22,0.136,0.494,,,,,,
2022,156.0,Cordell Volson,30614.0,CIN,CIN,G,1107,729,378,51.6,52.9,51.2,30.358,-3.853,-24.245,13.2,1.874,-16.655,-0.37,5,5,38,160.753,-19.949,0.237,0.205,,,,,,
2022,157.0,Wes Schweitzer,10829.0,WAS,WAS,C,419,238,181,59.3,42.9,65.3,2.562,-2.743,-7.006,6.75,-2.13,-16.707,-0.371,3,3,15,36.76,-33.927,0.075,0.575,,,,,,
2022,158.0,Andrew Norwell,9126.0,WAS,WAS,G,1120,639,481,59.8,60.8,59.9,7.906,-7.004,-6.885,10.85,1.874,-16.935,-0.376,5,4,29,36.76,-33.927,0.385,0.474,,,,,,
2022,159.0,Nate Herbig,28844.0,NYJ,NYJ,G,707,424,283,58.0,58.6,55.7,-0.035,-4.066,-9.281,5.7,1.874,-17.2,-0.382,4,1,18,-0.282,-25.849,0.321,0.359,,,,,,
2022,160.0,Dylan Parham,60953.0,LV,LV,G,1036,635,401,61.9,48.8,66.9,10.873,-2.6,-7.885,16.75,1.874,-17.206,-0.382,5,6,55,62.91,-11.993,0.167,0.782,,,,,,
2022,161.0,Cody Ford,39805.0,ARI,ARZ,G,350,242,108,41.2,46.0,39.0,-0.756,-0.603,-10.911,7.0,1.874,-17.207,-0.382,2,3,20,-13.089,-11.415,0.154,0.013,,,,,,
2022,162.0,Bernhard Raimann,77948.0,IND,IND,T,709,428,281,73.3,71.4,74.7,-1.795,-8.837,7.434,15.55,1.055,-17.244,-0.383,9,7,27,-13.424,-58.564,0.519,0.802,,,,,,
2022,163.0,Billy Turner,8702.0,DEN,DEN,T,483,288,195,56.3,50.7,57.3,1.709,-3.564,-11.271,5.35,1.055,-17.849,-0.397,1,2,19,23.701,-39.145,0.111,0.352,,,,,,
2022,164.0,Andrus Peat,9446.0,NO,NO,G,573,327,246,50.6,40.3,55.4,7.079,-4.571,-14.431,6.25,1.874,-18.069,-0.402,2,3,15,71.956,-39.633,0.064,0.346,,,,,,
2022,165.0,Austin Blythe,10882.0,SEA,SEA,C,1041,662,379,51.9,65.1,48.0,14.884,-3.075,-14.776,9.3,-2.13,-18.118,-0.403,6,3,22,74.937,-17.834,0.45,0.1,,,,,,
2022,166.0,Trai Turner,8727.0,WAS,WAS,G,766,431,335,53.0,59.1,52.7,5.218,-4.398,-12.962,7.3,1.874,-18.872,-0.419,4,2,22,36.76,-33.927,0.333,0.231,,,,,,
2022,167.0,Trey Pipkins III,91462.0,LAC,LAC,T,898,586,312,59.2,65.7,49.5,12.19,-1.877,-18.407,9.2,1.055,-19.287,-0.429,6,2,28,82.725,-12.152,0.321,0.099,,,,,,
2022,168.0,Calvin Throckmorton,28238.0,NO,NO,G,460,263,197,38.4,45.5,42.8,5.888,-3.24,-14.355,8.2,1.874,-19.506,-0.433,5,3,18,71.956,-39.633,0.135,0.077,,,,,,
2022,169.0,Duane Brown,4340.0,NYJ,NYJ,T,744,450,294,57.8,72.3,44.4,-0.041,-3.67,-9.487,7.45,1.055,-19.582,-0.435,6,1,23,-0.282,-25.849,0.531,0.049,,,,,,
2022,170.0,Tyler Larsen,9304.0,WAS,WAS,C,534,262,272,58.2,35.9,63.4,2.787,-4.002,-9.432,6.5,-2.13,-19.973,-0.444,1,3,20,36.76,-33.927,0.05,0.5,,,,,,
2022,171.0,Jedrick Wills Jr.,58467.0,CLE,CLV,T,1152,652,500,62.9,69.6,55.3,10.084,2.389,-13.837,17.15,1.055,-19.981,-0.444,10,6,41,52.725,13.621,0.438,0.235,,,,,,
2022,172.0,Liam Eichenberg,41851.0,MIA,MIA,G,627,409,218,39.8,39.6,42.5,11.935,0.17,-22.508,8.55,1.874,-20.062,-0.446,5,2,27,116.689,1.881,0.051,0.051,,,,,,
2022,173.0,Dan Moore Jr.,60120.0,PIT,PIT,T,1160,686,474,62.4,67.3,56.1,10.461,2.583,-13.952,17.85,1.055,-20.318,-0.452,10,7,39,54.551,13.741,0.395,0.284,,,,,,
2022,174.0,Will Fries,41530.0,IND,IND,G,642,381,261,58.4,44.4,66.2,-1.33,-8.073,-6.955,6.5,1.874,-20.652,-0.459,5,1,20,-13.424,-58.564,0.096,0.756,,,,,,
2022,175.0,Bobby Evans,36800.0,LA,LA,G,314,203,111,29.8,16.4,45.4,2.022,-0.838,-11.441,12.1,1.874,-20.989,-0.466,3,7,24,33.315,-15.005,0.013,0.103,,,,,,
2022,176.0,Aaron Brewer,46014.0,TEN,TEN,G,1031,562,469,59.9,45.4,63.3,12.419,-6.818,-12.482,12.9,1.874,-21.012,-0.467,7,4,36,54.77,-26.882,0.115,0.628,,,,,,
2022,177.0,Billy Price,46795.0,ARI,ARZ,C,752,501,251,51.3,66.0,55.6,-1.834,-1.584,-3.516,12.9,-2.13,-21.505,-0.478,11,5,16,-13.089,-11.415,0.525,0.275,,,,,,
2022,178.0,Rodger Saffold,5558.0,BUF,BUF,G,1058,698,360,43.7,51.0,43.1,25.417,-0.656,-29.713,12.4,1.874,-21.832,-0.485,10,2,36,138.429,-3.724,0.179,0.09,,,,,,
2022,179.0,Greg Little,46254.0,MIA,MIA,T,528,352,176,34.6,29.9,41.7,10.077,0.137,-20.251,10.75,1.055,-22.251,-0.494,3,4,35,116.689,1.881,0.012,0.037,,,,,,
2022,180.0,Charles Cross,98401.0,SEA,SEA,T,1088,693,394,63.7,63.9,62.8,14.486,-3.778,-12.904,17.7,1.055,-22.462,-0.499,7,7,48,74.937,-17.834,0.278,0.481,,,,,,
2022,181.0,Luke Fortner,42028.0,JAX,JAX,C,1121,685,436,49.6,57.5,46.4,25.156,-3.157,-28.524,7.8,-2.13,-22.744,-0.505,4,1,32,127.795,-14.799,0.25,0.075,,,,,,
2022,182.0,Luke Goedeke,77548.0,TB,TB,G,523,349,174,43.7,40.7,47.8,5.063,-4.494,-16.631,7.8,1.874,-23.254,-0.517,5,2,22,73.767,-53.945,0.077,0.154,,,,,,
2022,183.0,Spencer Brown,42296.0,BUF,BUF,T,845,551,294,51.4,49.4,53.7,19.208,-0.562,-25.49,13.3,1.055,-23.891,-0.531,6,4,42,138.429,-3.724,0.086,0.191,,,,,,
2022,184.0,Chukwuma Okorafor,46302.0,PIT,PIT,T,1159,686,473,61.2,62.8,55.7,9.76,2.542,-23.91,11.15,1.055,-24.143,-0.537,4,3,41,54.551,13.741,0.235,0.253,,,,,,
2022,185.0,Jonah Williams,41651.0,CIN,CIN,T,1101,724,377,61.2,63.9,49.9,30.697,-3.679,-24.6,20.45,1.055,-24.651,-0.548,4,12,43,160.753,-19.949,0.278,0.111,,,,,,
2022,186.0,Alex Bars,47018.0,LV,LV,G,852,528,324,45.4,55.4,39.6,9.575,-1.529,-20.96,12.2,1.874,-25.634,-0.57,3,5,38,62.91,-11.993,0.295,0.026,,,,,,
2022,187.0,Donovan Smith,9467.0,TB,TB,T,908,633,275,58.1,70.0,41.5,10.916,-6.677,-12.02,16.65,1.055,-26.104,-0.58,12,6,31,73.767,-53.945,0.469,0.025,,,,,,
2022,188.0,George Fant,11282.0,NYJ,NYJ,T,516,372,144,48.4,46.7,56.3,-0.027,-2.019,-15.319,12.55,1.055,-28.853,-0.641,7,5,27,-0.282,-25.849,0.062,0.302,,,,,,
2022,189.0,Graham Glasgow,10729.0,DEN,DEN,C,929,579,350,59.3,62.7,61.6,3.742,-6.732,-9.964,12.85,-2.13,-28.87,-0.642,10,5,19,23.701,-39.145,0.3,0.475,,,,,,
2022,190.0,A.J. Cann,9500.0,HOU,HST,G,1003,637,366,66.6,64.8,63.9,-9.533,-17.343,3.198,10.6,1.874,-30.021,-0.667,1,5,34,-45.629,-75.543,0.474,0.654,,,,,,
2022,191.0,Ryan Kelly,10652.0,IND,IND,C,1092,679,413,64.3,64.8,64.3,-2.713,-11.703,-4.606,10.25,-2.13,-30.723,-0.683,3,5,25,-13.424,-58.564,0.4,0.525,,,,,,
2022,192.0,Nicholas Petit-Frere,82003.0,TEN,TEN,T,937,504,433,52.3,50.0,57.0,11.049,-5.559,-22.379,14.25,1.055,-32.845,-0.73,8,5,35,54.77,-26.882,0.099,0.321,,,,,,
2022,193.0,Ed Ingram,59819.0,MIN,MIN,G,1168,775,393,57.1,44.4,63.4,23.488,-10.394,-20.605,21.7,1.874,-33.209,-0.738,4,11,58,120.665,-47.906,0.096,0.641,,,,,,
2022,194.0,Evan Neal,99063.0,NYG,NYG,T,738,453,285,44.1,47.5,48.2,8.334,-0.088,-25.006,16.35,1.055,-34.138,-0.759,7,7,39,65.383,-0.768,0.074,0.08,,,,,,
2022,195.0,Tytus Howard,25472.0,HOU,HST,T,997,640,357,67.9,70.2,64.5,-9.605,-16.133,-0.067,13.2,1.055,-35.548,-0.79,9,3,38,-45.629,-75.543,0.481,0.531,,,,,,
2022,196.0,Matt Pryor,46647.0,IND,IND,T,576,388,188,44.9,40.8,50.8,-1.308,-4.48,-20.417,13.15,1.055,-37.972,-0.844,5,6,31,-13.424,-58.564,0.025,0.123,,,,,,
2022,197.0,Dennis Daley,60063.0,TEN,TEN,T,942,508,434,46.1,45.5,46.5,10.875,-4.949,-33.53,23.3,1.055,-52.567,-1.168,7,12,52,54.77,-26.882,0.049,0.062,,,,,,
2022,198.0,Kenyon Green,99052.0,HOU,HST,G,823,525,298,37.7,27.0,47.4,-6.473,-11.392,-27.943,17.05,1.874,-59.365,-1.319,12,4,47,-45.629,-75.543,0.038,0.141,,,,,,
2022,199.0,Scott Quessenberry,23918.0,HOU,HST,C,990,633,357,36.6,25.8,43.7,-7.753,-13.068,-36.906,13.4,-2.13,-71.318,-1.585,2,7,36,-45.629,-75.543,0.025,0.05,,,,,,
2023,1.0,Penei Sewell,81788.0,DET,DET,T,1178,674,503,91.0,78.1,93.1,31.967,2.33,36.361,7.0,3.785,59.451,1.321,6,1,20,132.41,9.461,0.801,1.0,,,,,,
2023,2.0,Trent Williams,5529.0,SF,SF,T,809,438,371,89.9,79.8,90.1,38.306,4.391,27.18,7.2,3.785,56.885,1.264,9,0,18,197.897,24.068,0.867,0.982,,,,,,
2023,3.0,Jordan Mailata,66916.0,PHI,PHI,T,1147,678,468,84.2,83.2,83.0,21.622,0.845,40.115,13.75,3.785,47.211,1.049,8,3,45,96.809,3.843,0.928,0.952,,,,,,
2023,4.0,Tyron Smith,6161.0,DAL,DAL,T,847,536,311,83.8,88.6,70.5,30.962,-1.209,26.536,5.2,3.785,47.133,1.047,3,1,18,179.916,-7.867,1.0,0.705,,,,,,
2023,5.0,Frank Ragnow,39137.0,DET,DET,C,989,576,413,88.1,73.9,90.1,27.94,1.896,32.44,5.2,-4.158,45.932,1.021,3,1,18,132.41,9.461,0.865,0.973,,,,,,
2023,6.0,Tyler Linderbaum,82291.0,BAL,BLT,C,917,534,383,78.3,76.1,78.7,24.308,4.322,28.662,4.25,-4.158,42.806,0.951,4,0,15,125.725,22.411,0.919,0.851,,,,,,
2023,7.0,Kevin Zeitler,7032.0,BAL,BLT,G,982,574,408,69.3,82.5,59.7,26.744,4.147,24.609,6.85,-1.695,40.269,0.895,4,2,19,125.725,22.411,0.988,0.568,,,,,,
2023,8.0,Tyler Smith,98385.0,DAL,DAL,G,942,608,334,72.9,68.7,79.7,32.953,-1.404,26.693,10.05,-1.695,38.259,0.85,13,1,17,179.916,-7.867,0.815,0.926,,,,,,
2023,9.0,Zach Tom,55443.0,GB,GB,T,1068,656,412,77.2,73.9,75.8,30.616,-4.238,23.647,8.95,3.785,37.206,0.827,4,2,33,134.218,-16.534,0.735,0.843,,,,,,
2023,10.0,Zack Martin,8651.0,DAL,DAL,G,908,581,327,69.8,77.2,64.3,32.456,-1.282,24.624,8.8,-1.695,37.19,0.826,3,4,22,179.916,-7.867,0.901,0.728,,,,,,
2023,11.0,Lane Johnson,7786.0,PHI,PHI,T,981,572,409,80.9,79.5,78.5,17.754,0.726,29.195,9.95,3.785,37.071,0.824,4,3,33,96.809,3.843,0.849,0.904,,,,,,
2023,12.0,Dion Dawkins,11818.0,BUF,BUF,T,1120,689,431,73.7,76.4,66.3,23.366,4.071,18.889,10.6,3.785,33.669,0.748,9,1,34,112.029,20.112,0.771,0.614,,,,,,
2023,13.0,Jason Kelce,6343.0,PHI,PHI,C,1108,654,454,80.5,70.2,86.0,19.639,0.803,27.667,5.8,-4.158,33.241,0.739,6,1,12,96.809,3.843,0.757,0.892,,,,,,
2023,14.0,Landon Dickerson,41712.0,PHI,PHI,G,1045,624,421,70.0,77.6,67.8,19.888,0.725,31.865,12.6,-1.695,33.211,0.738,9,3,34,96.809,3.843,0.926,0.815,,,,,,
2023,15.0,Taylor Decker,10650.0,DET,DET,T,1042,598,443,77.3,80.0,67.2,29.155,1.797,22.64,17.2,3.785,32.887,0.731,7,8,38,132.41,9.461,0.88,0.627,,,,,,
2023,16.0,Joe Thuney,10712.0,KC,KC,G,1096,740,356,74.6,83.4,66.1,14.136,-5.6,37.16,7.95,-1.695,32.516,0.723,2,2,33,63.025,-25.182,1.0,0.765,,,,,,
2023,17.0,Terron Armstead,7856.0,MIA,MIA,T,524,317,207,80.9,79.5,75.9,16.932,4.052,14.747,3.4,3.785,31.882,0.708,3,1,6,151.188,38.075,0.849,0.855,,,,,,
2023,18.0,Robert Hunt,46139.0,MIA,MIA,G,547,329,218,77.1,74.5,75.9,17.817,4.354,17.448,2.75,-1.695,30.72,0.683,2,1,5,151.188,38.075,0.889,0.914,,,,,,
2023,19.0,Morgan Moses,8701.0,BAL,BLT,T,778,450,328,77.6,75.9,77.2,19.362,3.754,19.6,11.6,3.785,30.06,0.668,6,5,24,125.725,22.411,0.759,0.892,,,,,,
2023,20.0,Tristan Wirfs,64818.0,TB,TB,T,1099,684,415,81.1,84.3,72.2,23.233,-13.542,33.923,11.6,3.785,29.991,0.666,6,5,24,101.413,-59.231,0.952,0.777,,,,,,
2023,21.0,Elgton Jenkins,46298.0,GB,GB,G,903,544,359,66.2,81.3,57.3,27.621,-3.159,18.735,4.95,-1.695,29.647,0.659,3,0,23,134.218,-16.534,0.975,0.432,,,,,,
2023,22.0,Creed Humphrey,59996.0,KC,KC,C,1092,741,351,78.2,78.6,77.5,14.155,-5.558,37.609,9.4,-4.158,29.108,0.647,6,4,16,63.025,-25.182,1.0,0.784,,,,,,
2023,23.0,Kevin Dotson,46735.0,LA,LA,G,881,520,361,85.2,68.3,88.8,16.681,-0.109,25.996,8.0,-1.695,28.703,0.638,2,4,20,95.994,-0.587,0.778,1.0,,,,,,
2023,24.0,Christian Darrisaw,77373.0,MIN,MIN,T,982,650,332,82.4,85.3,73.9,19.042,-8.57,32.907,14.15,3.785,28.253,0.628,7,6,31,83.768,-37.482,0.976,0.807,,,,,,
2023,25.0,Quenton Nelson,12954.0,IND,IND,G,1141,686,455,70.8,80.3,63.4,16.324,-9.164,32.822,7.15,-1.695,27.056,0.601,6,1,21,72.115,-42.871,0.963,0.704,,,,,,
2023,26.0,Mitch Morse,9482.0,BUF,BUF,C,1128,693,435,64.5,74.0,62.0,24.526,3.653,15.613,7.4,-4.158,26.102,0.58,5,1,26,112.029,20.112,0.892,0.324,,,,,,
2023,27.0,Jon Feliciano,9561.0,SF,SF,G,478,257,221,81.2,66.5,87.0,21.193,2.599,12.373,3.25,-1.695,25.922,0.576,2,0,15,197.897,24.068,0.704,0.963,,,,,,
2023,28.0,Bernhard Raimann,77948.0,IND,IND,T,1012,620,392,82.7,81.3,74.6,14.518,-8.232,30.629,12.1,3.785,24.97,0.555,6,4,34,72.115,-42.871,0.916,0.819,,,,,,
2023,29.0,Rob Havenstein,9490.0,LA,LA,T,856,516,340,81.8,68.4,87.5,15.436,-0.101,16.347,6.95,3.785,24.657,0.548,3,2,23,95.994,-0.587,0.59,0.964,,,,,,
2023,30.0,Lloyd Cushenberry III,41924.0,DEN,DEN,C,1070,647,423,73.2,76.4,72.4,14.808,-5.868,29.027,5.6,-4.158,24.507,0.545,5,1,14,66.807,-28.893,0.946,0.676,,,,,,
2023,31.0,Quinn Meinerz,112915.0,DEN,DEN,G,1038,634,404,83.7,67.8,88.7,13.621,-6.258,29.224,7.45,-1.695,24.037,0.534,4,2,23,66.807,-28.893,0.765,0.988,,,,,,
2023,32.0,Austin Jackson,60816.0,MIA,MIA,T,989,592,397,68.4,64.7,68.8,27.075,7.279,2.695,11.15,3.785,22.915,0.509,8,4,21,151.188,38.075,0.44,0.675,,,,,,
2023,33.0,Tyler Biadasz,41178.0,DAL,DAL,C,1028,654,374,68.6,63.4,68.1,33.694,-1.38,11.213,8.25,-4.158,22.695,0.504,3,3,25,179.916,-7.867,0.676,0.568,,,,,,
2023,34.0,Garett Bolles,11775.0,DEN,DEN,T,1073,649,424,75.9,83.8,64.3,14.823,-5.641,25.08,11.8,3.785,22.541,0.501,8,3,32,66.807,-28.893,0.94,0.566,,,,,,
2023,35.0,Connor Williams,46216.0,MIA,MIA,C,497,280,217,86.5,71.7,90.5,14.895,4.462,16.248,5.4,-4.158,22.323,0.496,7,1,6,151.188,38.075,0.838,1.0,,,,,,
2023,36.0,Connor McGovern,41714.0,BUF,BUF,G,1135,695,440,58.5,74.2,48.5,24.466,3.454,9.42,7.45,-1.695,22.079,0.491,4,2,23,112.029,20.112,0.877,0.173,,,,,,
2023,37.0,Ryan Kelly,10652.0,IND,IND,C,882,534,348,77.2,78.3,75.2,12.75,-7.146,27.354,3.55,-4.158,22.061,0.49,3,1,7,72.115,-42.871,0.973,0.757,,,,,,
2023,38.0,Laremy Tunsil,10647.0,HOU,HST,T,877,556,320,73.4,85.4,60.5,23.467,-10.73,20.933,13.0,3.785,18.588,0.413,10,5,20,112.525,-60.447,0.988,0.47,,,,,,
2023,39.0,Chris Lindstrom,46692.0,ATL,ATL,G,1066,606,460,87.6,78.6,87.5,4.798,-13.601,38.739,8.75,-1.695,18.291,0.406,7,3,15,20.151,-60.016,0.938,0.975,,,,,,
2023,40.0,Brandon Scherff,9438.0,JAX,JAX,G,1079,710,369,67.3,78.7,61.1,14.112,-14.189,30.151,6.75,-1.695,18.101,0.402,5,2,15,63.322,-67.539,0.951,0.654,,,,,,
2023,41.0,Sam Cosmi,60114.0,WAS,WAS,G,1103,777,326,80.6,74.0,80.9,0.829,-7.64,34.069,7.65,-1.695,17.705,0.393,4,1,31,3.455,-30.7,0.864,0.938,,,,,,
2023,42.0,Graham Glasgow,10729.0,DET,DET,G,1061,614,447,75.1,56.2,82.1,24.385,2.037,8.534,10.35,-1.695,16.815,0.374,5,2,39,132.41,9.461,0.346,0.951,,,,,,
2023,43.0,Spencer Brown,42296.0,BUF,BUF,T,1160,694,466,68.1,65.0,71.9,20.875,4.645,7.316,15.5,3.785,15.902,0.353,9,5,40,112.029,20.112,0.458,0.759,,,,,,
2023,44.0,Greg Van Roten,7746.0,LV,LV,G,1025,626,399,75.3,77.4,68.5,6.063,-9.994,31.155,8.15,-1.695,15.863,0.353,0,5,21,27.649,-49.155,0.914,0.827,,,,,,
2023,45.0,Steve Avila,77319.0,LA,LA,G,1147,685,462,61.1,67.2,55.8,21.486,-0.111,7.505,7.8,-1.695,14.014,0.311,2,2,32,95.994,-0.587,0.716,0.383,,,,,,
2023,46.0,Rashawn Slater,59971.0,LAC,LAC,T,1154,762,392,76.6,84.7,59.5,21.175,-20.251,26.199,12.7,3.785,12.913,0.287,8,3,38,82.456,-84.57,0.964,0.434,,,,,,
2023,47.0,Colton McKivitz,29314.0,SF,SF,T,1040,573,467,65.1,56.4,68.1,38.532,4.914,-7.905,17.05,3.785,12.643,0.281,2,9,47,197.897,24.068,0.205,0.651,,,,,,
2023,48.0,Trey Smith,62960.0,KC,KC,G,1086,730,356,72.2,65.7,74.0,12.453,-5.875,21.881,11.1,-1.695,12.551,0.279,8,2,34,63.025,-25.182,0.679,0.901,,,,,,
2023,49.0,Isaac Seumalo,10713.0,PIT,PIT,G,1038,586,452,71.9,65.5,70.9,2.84,-3.819,20.09,4.4,-1.695,12.306,0.273,1,0,26,12.292,-17.336,0.667,0.84,,,,,,
2023,50.0,Daniel Brunskill,34807.0,TEN,TEN,G,768,449,319,67.1,67.7,62.5,10.211,-0.784,13.344,6.4,-1.695,12.124,0.269,1,2,26,64.86,-5.099,0.753,0.667,,,,,,
2023,51.0,Shaq Mason,9564.0,HOU,HST,G,1132,707,425,66.5,65.8,65.8,26.879,-15.885,19.428,10.3,-1.695,11.707,0.26,5,3,32,112.525,-60.447,0.691,0.753,,,,,,
2023,52.0,Ronnie Stanley,10640.0,BAL,BLT,T,721,431,290,64.9,72.4,62.5,17.978,2.876,6.163,14.85,3.785,11.458,0.255,10,4,39,125.725,22.411,0.675,0.506,,,,,,
2023,53.0,Braden Smith,46794.0,IND,IND,T,575,329,246,83.3,71.0,90.1,7.003,-5.464,13.448,5.6,3.785,11.421,0.254,7,0,14,72.115,-42.871,0.651,0.982,,,,,,
2023,54.0,Rasheed Walker,81798.0,GB,GB,T,851,515,336,66.4,74.1,57.9,24.142,-2.929,7.747,15.45,3.785,11.259,0.25,9,6,33,134.218,-16.534,0.747,0.41,,,,,,
